Country Name,Series,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Afghanistan,"School age population, upper secondary education, both sexes (number)",660821,677393,699037,723465,747837,770930,787791,803087,815913,824005,826103,812596,794061,773923,755361,740856,728891,723626,728730,748183,783680,844114,923522,1011021,1092997,1161339,1199920,1224354,1245225,1273375,1314999,1380772,1455574,1533487,1605844,1666057,1689165,1711224,1739219,1782898,1851957,1962162,2086967,2216781,2339314,2445479,2523038,2589066,2650141,2712277,2777984,NA,NA,NA
Afghanistan,"School age population, upper secondary education, female (number)",324256,331801,342832,355439,367715,379082,387188,394343,400216,403761,404335,397242,387536,376949,367114,359295,353277,350664,352983,361843,377923,405793,442107,482041,519611,551320,569147,581082,591733,605630,625443,658154,694918,733265,769704,801404,814030,826506,841689,863688,897207,951803,1013647,1078302,1139774,1193228,1230414,1261197,1289337,1318373,1350082,NA,NA,NA
Afghanistan,"School age population, upper secondary education, male (number)",336565,345592,356205,368026,380122,391848,400603,408744,415697,420244,421768,415354,406525,396974,388247,381561,375614,372962,375747,386340,405757,438321,481415,528980,573386,610019,630773,643272,653492,667745,689556,722618,760656,800222,836140,864653,875135,884718,897530,919210,954750,1010359,1073320,1138479,1199540,1252251,1292624,1327869,1360804,1393904,1427902,NA,NA,NA
Afghanistan,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",NA,NA,NA,NA,NA,0.74643,NA,NA,NA,0.83322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",NA,NA,NA,NA,NA,0.21344,NA,NA,NA,0.15769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,1.18291,NA,NA,NA,1.48672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,"Unemployment, total (% of total labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21800041,11.29300022,11.44200039,11.47000027,11.47700024,11.4989996,11.47999954,11.47200012,11.54699993,11.5170002,11.51299953,11.59599972,11.60400009,11.52799988,11.4289999,11.22399998,11.04599953,10.98499966,11.38700008,11.48400021,11.48799992,11.50800037,11.5340004,11.44799995,11.38700008,11.31299973,11.18400002,11.05700016,11.11800003,NA,NA,NA,NA
Afghanistan,"Unemployment, female (% of female labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.22599983,14.34799957,14.39099979,14.51500034,14.80300045,14.50500011,14.69900036,14.71000004,14.79399967,14.7329998,14.70199966,15.03600025,14.85900021,14.87699986,14.90999985,14.43099976,14.72399998,14.15400028,14.91100025,14.81499958,14.78100014,14.81999969,14.68000031,14.50500011,14.42700005,14.31400013,14.09000015,13.90600014,14.00399971,NA,NA,NA,NA
Afghanistan,"Unemployment, male (% of male labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66100025,10.73099995,10.90499973,10.91800022,10.8739996,10.96000004,10.90799999,10.89999962,10.97399998,10.95199966,10.94699955,10.97900009,11.01299953,10.91300011,10.78199959,10.63399982,10.3760004,10.4119997,10.75,10.87899971,10.875,10.87199974,10.8920002,10.7840004,10.68400002,10.5710001,10.41600037,10.2869997,10.33100033,NA,NA,NA,NA
Albania,GDP per capita (current US$),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639.4847358,639.8659094,693.8734746,674.7933831,652.7743214,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4163396,750.6044492,1009.977668,717.3805674,813.7902636,1033.241693,1126.683318,1281.659393,1425.124849,1846.118813,2373.579844,2673.787283,2972.743265,3595.037163,4370.540087,4114.14015,4094.362119,4437.178067,4247.614279,4413.081743,4578.66672,3952.829458,4124.108907,4532.890162,5268.848504,NA,NA,NA,NA,NA
Albania,"Out-of-school children of primary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8857,12550,16338,NA,20987,22233,NA,NA,NA,23142,32820,29727,24907,16471,9113,4527,3929,3988,3628,4085,3359,NA,NA,NA,NA
Albania,"Out-of-school children of primary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388,6087,7116,NA,9401,9413,NA,NA,NA,10593,15309,13152,10446,6331,2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,"Out-of-school children of primary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3469,6463,9222,NA,11586,12820,NA,NA,NA,12549,17511,16575,14461,10140,6487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,"Out-of-school adolescents of lower secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19446,17373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10716,9731,5374,8660,9679,4629,5304,NA,NA,NA,NA
Albania,"Out-of-school adolescents of lower secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176,8481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5303,4704,1954,3424,3231,389,885,NA,NA,NA,NA
Albania,"Out-of-school adolescents of lower secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9270,8892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5413,5027,3420,5236,6448,4240,4419,NA,NA,NA,NA
Albania,"Out-of-school youth of upper secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127959,122975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29777,23855,22354,21168,18806,21857,22614,NA,NA,NA,NA
Albania,"Out-of-school youth of upper secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65078,63252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13798,11867,11296,10129,8288,9116,8800,NA,NA,NA,NA
Albania,"Out-of-school youth of upper secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62881,59723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15979,11988,11058,11039,10518,12741,13814,NA,NA,NA,NA
Albania,"School age population, primary education, both sexes (number)",236289,240863,245285,247620,247917,247017,246144,246286,247613,250192,253413,256323,258723,260514,261853,263253,265210,268672,272861,276984,279981,281149,283027,283698,283754,283666,283204,281089,279146,276224,271842,266330,259934,252816,244950,236377,227229,218095,208454,253588,240432,226996,211730,198929,187997,178478,170116,163327,159693,159431,161924,NA,NA,NA
Albania,"School age population, primary education, female (number)",115846,118077,120178,121254,121330,120817,120319,120288,120833,121990,123457,124762,125801,126532,127005,127456,128141,129472,131113,132826,134284,135248,136240,137088,137822,138226,137815,137521,136404,134272,131409,128367,124665,121015,117278,113258,108850,104429,99631,120902,113978,106778,99160,92701,87262,82714,78884,75738,74260,74539,76225,NA,NA,NA
Albania,"School age population, primary education, male (number)",120443,122786,125107,126366,126587,126200,125825,125998,126780,128202,129956,131561,132922,133982,134848,135797,137069,139200,141748,144158,145697,145901,146787,146610,145932,145440,145389,143568,142742,141952,140433,137963,135269,131801,127672,123119,118379,113666,108823,132686,126454,120218,112570,106228,100735,95764,91232,87589,85433,84892,85699,NA,NA,NA
Albania,"School age population, lower secondary education, both sexes (number)",207583,215288,222798,229596,235709,240783,244096,245190,245258,244963,245028,245930,247903,250340,252957,255542,258020,260753,263593,266003,267285,267004,266500,265266,263871,263542,265256,263931,265664,269318,273054,275076,273344,269937,265540,260558,254691,245548,237279,234258,228390,223073,210470,197471,185629,175712,167379,159387,151433,143455,135948,NA,NA,NA
Albania,"School age population, lower secondary education, female (number)",101963,105685,109333,112644,115610,118049,119615,120085,120043,119818,119764,120125,121014,122150,123364,124510,125520,126509,127457,128257,128768,128878,128713,128474,128220,128201,128687,129316,130610,132219,133646,134364,132820,130786,128470,125888,122817,117938,113700,111996,109143,106571,100929,94702,88636,83267,78683,74271,70216,66387,62883,NA,NA,NA
Albania,"School age population, lower secondary education, male (number)",105620,109603,113465,116952,120099,122734,124481,125105,125215,125145,125264,125805,126889,128190,129593,131032,132500,134244,136136,137746,138517,138126,137787,136792,135651,135341,136569,134615,135054,137099,139408,140712,140524,139151,137070,134670,131874,127610,123579,122262,119247,116502,109541,102769,96993,92445,88696,85116,81217,77068,73065,NA,NA,NA
Albania,"School age population, upper secondary education, both sexes (number)",173663,181954,190564,198907,206906,214602,222044,228838,235151,240241,243495,244824,244655,243913,243813,244953,247446,251245,255438,258705,260096,259199,254513,250037,246702,245249,245953,240864,238460,238759,241400,245948,251169,256481,260518,262361,261766,253772,245993,179520,175532,172434,167978,162366,155561,147816,140112,134924,130308,125849,120990,NA,NA,NA
Albania,"School age population, upper secondary education, female (number)",85490,89600,93780,97795,101654,105377,108991,112294,115354,117802,119342,119938,119799,119389,119287,119761,120855,122499,124254,125588,126196,125978,124250,122590,121299,120516,120245,118874,118293,118678,120136,122609,124617,126827,128522,129120,128407,123370,118533,85873,83351,81527,79867,77810,75201,71961,68329,65106,62090,59256,56428,NA,NA,NA
Albania,"School age population, upper secondary education, male (number)",88173,92354,96784,101112,105252,109225,113053,116544,119797,122439,124153,124886,124856,124524,124526,125192,126591,128746,131184,133117,133900,133221,130263,127447,125403,124733,125708,121990,120167,120081,121264,123339,126552,129654,131996,133241,133359,130402,127460,93647,92181,90907,88111,84556,80360,75855,71783,69818,68218,66593,64562,NA,NA,NA
Albania,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74141,NA,NA,NA,NA,NA,NA,9.16803,NA,NA,9.90485,10.14573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17181,NA,NA,NA,NA,NA,NA,8.68114,NA,NA,9.4937,9.94807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32291,NA,NA,NA,NA,NA,NA,9.70867,NA,NA,10.33097,10.36471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,"Unemployment, total (% of total labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.19000053,16.2859993,16.47800064,16.51199913,16.52199936,16.54999924,16.52499962,16.51600075,16.61100006,16.57299995,16.56699944,16.67300034,16.68400002,16.58600044,16.45999908,16.19599915,15.9659996,13.06000042,13.67399979,14.08600044,13.48099995,13.3760004,15.86600018,17.48999977,17.07999992,15.22000027,13.75,12.34000015,12.33100033,NA,NA,NA,NA
Albania,"Unemployment, female (% of female labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8039999,16.24799919,16.71100044,16.74900055,16.76600075,16.73900032,16.43499947,16.82900047,16.91600037,16.89800072,16.99200058,17.06299973,17.10400009,17.01199913,16.91900063,16.6439991,16.39900017,13.75199986,15.73400021,15.88099957,13.76200008,11.46700001,13.34500027,15.15299988,17.09799957,14.57299995,12.56299973,11.22900009,11.60400009,NA,NA,NA,NA
Albania,"Unemployment, male (% of male labor force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4810009,16.31599998,16.29299927,16.32299995,16.32600021,16.40200043,16.59499931,16.28000069,16.38999939,16.3409996,16.2670002,16.39800072,16.38400078,16.28000069,16.12700081,15.86900043,15.64799976,12.54899979,12.20600033,12.76200008,13.27400017,14.78100014,17.63599968,19.0890007,17.06800079,15.67800045,14.59000015,13.12699986,12.84599972,NA,NA,NA,NA
Algeria,GDP per capita (current US$),336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900258,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.298453,1764.888222,1740.560069,1781.758571,2103.453105,2609.945608,3113.101094,3478.818543,3950.561607,4923.540099,3883.378143,4480.724539,5455.741338,5592.326098,5499.581487,5493.02559,4177.867517,3946.421445,4044.298372,4114.715061,NA,NA,NA,NA,NA
Algeria,"Out-of-school children of primary school age, both sexes (number)",NA,NA,NA,866046,781030,731044,688975,659253,645462,661950,646464,657367,689335,735831,722889,733454,710820,679124,652265,623454,614621,549637,510013,539814,548351,541872,565833,592222,NA,462619,426108,329083,272111,245671,207294,186567,169018,153328,98566,29031,30997,26336,24848,NA,NA,23175,26224,19722,14211,16430,NA,NA,NA,NA
Algeria,"Out-of-school children of primary school age, female (number)",NA,NA,NA,582530,552460,531203,510766,491441,479981,483753,477769,483418,499170,518503,513207,513823,496400,477061,461462,443549,436104,399297,372141,375754,367840,356793,356938,360209,NA,270586,245098,195238,161062,144165,123499,112526,103832,92229,62151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school children of primary school age, male (number)",NA,NA,NA,283516,228570,199841,178209,167812,165481,178197,168695,173949,190165,217328,209682,219631,214420,202063,190803,179905,178517,150340,137872,164060,180511,185079,208895,232013,NA,192033,181010,133845,111049,101506,83795,74041,65186,61099,36415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school adolescents of lower secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539442,547983,472813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school adolescents of lower secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351459,349349,300586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school adolescents of lower secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187983,198634,172227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school youth of upper secondary school age, both sexes (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school youth of upper secondary school age, female (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"Out-of-school youth of upper secondary school age, male (number)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,"School age population, primary education, both sexes (number)",2458364,2534252,2617029,2695495,2767698,2832382,2889984,2959753,3041560,3132802,3230254,3329101,3434256,3548398,3668433,3790596,3909523,4028274,4143182,4251377,4349781,4435401,4516343,4583620,4634774,4668218,4683622,4686752,4676762,4650863,4605446,4538428,4462393,4354494,4216988,4054189,3880097,3731271,3609088,2894886,2871952,2885216,2923103,3018933,3177399,3387558,3617987,3832351,4031562,4208050,4360417,NA,NA,NA
Algeria,"School age population, primary education, female (number)",1202908,1239435,1279583,1317678,1352764,1384227,1412271,1446518,1486851,1531911,1579992,1628595,1680802,1737221,1796260,1856014,1913891,1972157,2028456,2081529,2130029,2172531,2212300,2245238,2270091,2286011,2292887,2293937,2288521,2275494,2253354,2221180,2183847,2131041,2063806,1984160,1898953,1826217,1766434,1416774,1405721,1412387,1431499,1478793,1556533,1659384,1772097,1876989,1974407,2060626,2134977,NA,NA,NA
Algeria,"School age population, primary education, male (number)",1255456,1294817,1337446,1377817,1414934,1448155,1477713,1513235,1554709,1600891,1650262,1700506,1753454,1811177,1872173,1934582,1995632,2056117,2114726,2169848,2219752,2262870,2304043,2338382,2364683,2382207,2390735,2392815,2388241,2375369,2352092,2317248,2278546,2223453,2153182,2070029,1981144,1905054,1842654,1478112,1466231,1472829,1491604,1540140,1620866,1728174,1845890,1955362,2057155,2147424,2225440,NA,NA,NA
Algeria,"School age population, lower secondary education, both sexes (number)",1401083,1087524,1463640,1502122,1548624,1603515,1662667,1709524,1754502,1798695,1844111,1893315,1941949,1998786,2062404,2130465,2201112,2271794,2347518,1852643,1915085,1975806,2034015,2089574,2141627,2190067,2234036,2269856,2299314,2321392,2335348,2340927,2342269,2332948,2315176,2293164,2264510,2977842,2894540,2674757,2558317,2458434,2374127,2317534,2281973,2265954,2282600,2356541,2478959,2637431,2812321,NA,NA,NA
Algeria,"School age population, lower secondary education, female (number)",685894,532255,716284,734938,757425,783963,812588,835136,856867,878373,900626,924821,949095,977319,1008810,1042434,1077232,1112292,1149555,907167,937641,967362,996112,1023580,1049388,1073388,1095012,1112769,1127032,1137458,1143836,1146192,1146282,1141585,1133041,1122543,1108792,1459111,1418935,1310662,1253142,1203523,1161835,1133893,1116587,1109147,1117782,1154396,1214539,1292210,1377890,NA,NA,NA
